,file_name,class
750,img00893.png,
751,img00892.png,
752,img00886.png,
753,img00879.png,
754,img00851.png,
755,img00845.png,
756,img00869.png,
757,img00841.png,
758,img00855.png,
759,img00882.png,
760,img00896.png,
761,img00897.png,
762,img00883.png,
763,img00854.png,
764,img00840.png,
765,img00868.png,
766,img00856.png,
767,img00842.png,
768,img00895.png,
769,img00881.png,
770,img00880.png,
771,img00894.png,
772,img00843.png,
773,img00857.png,
774,img00906.png,
775,img00912.png,
776,img00899.png,
777,img00913.png,
778,img00907.png,
779,img00911.png,
780,img00905.png,
781,img00939.png,
782,img00938.png,
783,img00904.png,
784,img00910.png,
785,img00928.png,
786,img00914.png,
787,img00900.png,
788,img00901.png,
789,img00915.png,
790,img00929.png,
791,img00903.png,
792,img00917.png,
793,img00916.png,
794,img00902.png,
795,img00965.png,
796,img00971.png,
797,img00959.png,
798,img00958.png,
799,img00970.png,
800,img00964.png,
801,img00972.png,
802,img00966.png,
803,img00967.png,
804,img00973.png,
805,img00977.png,
806,img00963.png,
807,img00988.png,
808,img00962.png,
809,img00976.png,
810,img00948.png,
811,img00960.png,
812,img00974.png,
813,img00975.png,
814,img00961.png,
815,img00949.png,
816,img00944.png,
817,img00950.png,
818,img00978.png,
819,img00987.png,
820,img00986.png,
821,img00979.png,
822,img00951.png,
823,img00945.png,
824,img00953.png,
825,img00947.png,
826,img00984.png,
827,img00985.png,
828,img00946.png,
829,img00952.png,
830,img00956.png,
831,img00942.png,
832,img00981.png,
833,img00980.png,
834,img00943.png,
835,img00957.png,
836,img00969.png,
837,img00941.png,
838,img00955.png,
839,img00982.png,
840,img00983.png,
841,img00954.png,
842,img00940.png,
843,img00968.png,
844,img00927.png,
845,img00933.png,
846,img00932.png,
847,img00926.png,
848,img00930.png,
849,img00924.png,
850,img00918.png,
851,img00919.png,
852,img00925.png,
853,img00931.png,
854,img00909.png,
855,img00935.png,
856,img00921.png,
857,img00920.png,
858,img00934.png,
859,img00908.png,
860,img00922.png,
861,img00936.png,
862,img00937.png,
863,img00923.png,
